TMEM121,SPATA20,NFIB,ILF2,TELO2,ATG10,MAPT,CA12,MELK,KCNK15,SKP2,PAXBP1,UBE2E3,SLC35F6///CENPA,GBP1,JCHAIN,FAM171A1,DEK,SPR,SCNN1A,RASA4B///RASA4CP///RASA4,ME1,TFF3,TBC1D9,MLPH,PTDSS2,LBR,TTK,PEX11A,GREB1,CYP39A1,ESR1,NAPA,ARHGEF9,AFF3,RAP2B,CLSTN2,HMGN4,XBP1,NAT1,NME5,IGHV431///IGHM///IGHG3///IGHG1///IGHA1,IGLC1,KARS,DYNC2H1,RET,SYBU,PUM3,PHGDH,COL8A2,ChemoResponse
0.41284116949606503,0.30908426384252313,0.7037570375035263,0.5760629395316537,0.6196519983866796,0.43361162827464894,0.5701286111874235,0.5856036737228151,0.29262121641428623,0.4711439683606569,0.536686745317958,0.0,0.7753981893722754,0.2756335698355476,0.4107894300619079,0.6713360207019894,0.49475975628019314,0.5991403008126963,0.37352342291986884,0.6205445512605094,0.5476406029759205,0.570605214214945,0.5099755204339079,0.6888659978654734,0.6685966099139843,0.5214061420261646,0.46540176657093546,0.38178014416909517,0.3713871784123267,0.19921979115394506,0.09230390839891656,0.5417236711285218,0.28454953842861075,0.3940415485587951,0.25131613688876314,0.4881888572083991,0.32001853605194036,0.4619853261058904,0.5348650261298216,0.673989927686354,0.6524065617406628,0.2734845235018335,0.5898055331388958,0.3968945755707363,0.022591081790137423,0.2658317343373372,0.6384325315917921,0.07124859286244287,0.4004688957353912,0.6430130514004107,0
0.5344333842374783,0.23856695823293192,0.5332158500026771,0.5031737332251527,0.7217373137144892,0.663921183762492,0.6496708719956498,0.6605943112667622,0.5838511993450429,0.804883057846076,0.5467922566990453,0.5191757044509907,0.6694540905495083,0.466961511867459,0.4466536941338623,0.14815671313068202,0.27200078278434986,0.5016937147261196,0.48886313729317615,0.7292365651030533,0.6338269467994038,0.4403912919054815,0.7049473553247056,0.6027051883884437,0.6298551034570216,0.6796455549682564,0.40228063016180604,0.6951611785769026,0.41231064346111773,0.4261499336510479,-0.3298591368821653,0.5986058424906532,0.4941210544385227,0.52531772592785,0.39977315867257984,0.3910736973140112,0.6472920459107867,0.27574363934032,0.5737121277912324,0.43853180242350087,0.7008361929851575,0.7121423383633793,0.5274649259013152,0.31591546425040123,0.5534539124149183,0.5690757461150915,0.5847171403274856,0.5323028380868662,0.6155190735139382,0.4729500640686834,0
0.25495396185391117,0.5161534856682397,0.5088451165759756,0.7146990955388945,0.39289786097690843,0.7903938710363739,0.5397465380438937,0.5231105904315647,0.7121940841733246,0.5206772868341681,0.7591444096621922,0.6268036184970207,0.8304196682190579,0.7389928227854198,0.7249334913574691,0.2547641259077307,0.49625411402807773,0.6667284057979499,0.6229414631949943,0.34656836208346237,0.45247118671079634,0.7118416158869434,0.2970563465387593,0.5219345577179768,0.5422185345282707,0.24707341450233977,0.7662944509433033,0.818212905088875,0.11326797718963907,0.07843499177455482,-0.16205682024524304,0.42855163541606717,0.6899686213760475,0.2759640044822029,0.10882407635576977,0.5645718654732476,0.6748209311390057,0.8029872069108823,0.3690151753754352,0.4422295471683185,0.6751699346618937,0.08918362302834884,0.6083951670808476,0.8037290683691702,0.7675462441064403,0.7073151419797907,0.6147790748713315,0.7911846614038218,0.5957161544600068,0.5488690305110429,0
0.8243247658931415,0.5439092862898584,0.7202593813359046,0.7732241472036133,0.657111064470762,0.6571175665633436,0.7991762894919064,0.8781730663200683,0.6986197093218182,0.8377817217178192,0.6087436018509829,0.5790004918757392,0.4444752535772154,0.6644443332133375,0.49969787826434187,0.07361322131638737,0.2657720220478957,0.557805731523754,0.7114501311969194,0.872549603322845,0.7185541078408756,0.6383219787957987,0.7835018615678679,0.8653525239427815,0.8128261249756502,0.7440404134335764,0.5860434089759884,0.7107908041674188,0.5288656805957488,0.6879945134290633,0.2536470678674816,0.8307341404109482,0.8739244981096699,0.6212223717939781,0.5909493035246715,0.43629288114614717,0.7260822922596897,0.6008102474334613,0.8840057815944538,0.5471197439765774,0.861228311949014,0.29105498471660235,0.43911764668261305,0.5280404189524271,0.7884129539020943,0.620045486022108,0.8954939956605648,0.6648585036943082,0.5692977700496478,0.29271071878588895,0
0.6030304666321361,0.37293611143087363,0.33383624457539873,0.6998812109524924,0.582225121445543,0.5250070208752086,0.6230215227698431,0.7290331683127335,0.5287815264992388,0.44116927904714426,0.5580875985972298,0.08832125239424161,0.5138066593245396,0.5277355918087447,0.5489032920636944,0.39310831136960456,0.1062040051216051,0.6101890160413893,0.5005190255717545,0.680546024819358,0.6657553133919735,0.6454883845408289,0.6670662995795781,0.73017264749833,0.6313827586936472,0.5943803422654658,0.3610007471733228,0.5406045514780518,0.3626984865962483,0.4322807801668984,-0.040627264235258864,0.5992395199282692,0.5321018018413681,0.41043889699297337,0.5284498305050739,0.5288818111615877,0.40533136642142753,0.5252545891538655,0.5849156615024641,0.5928320876474557,0.5747117312412977,0.31221649098913096,0.5746434573213101,0.37163466500271847,0.007314845583872372,0.43349335679992906,0.8582727503115772,0.05157459437172386,0.3675916877585028,0.5048445335134522,0
0.3214487518085457,0.48700639323126504,0.8611896577368889,0.8598632653216073,0.2290198449184147,0.6645000228250323,0.4388008082629468,0.48612136100601855,0.7896630009771171,0.5066801055808406,0.8184076667668643,0.8532248216956477,0.8317588088870819,0.8224415810864072,0.5253905797116643,0.15260234854334565,0.8688301279812213,0.839695492354993,0.685076019687301,0.5472264957358356,0.26357280399604155,0.6324848679516699,0.36950569621098506,0.40324977923369104,0.5883331561927335,0.3745537300613179,0.7554391156864495,0.8633063887613059,0.41825024800673366,0.10211355690550294,-0.8892530187951606,0.42955073621665063,0.6910388977472318,0.6755863108267169,0.2548811942043753,0.5509880227715462,0.2162433428172955,0.7879007336590085,0.3452427906313302,0.3595579265190775,0.6526136921014699,0.21199759778537366,0.4000045694793301,0.49574818921136504,0.6795909302216931,0.6853427733708959,0.6170018001036648,0.8060335366666802,0.7676183849015945,0.32127206345127557,1
0.23879638167411904,0.4380223322205594,0.6493224498728711,0.6989036435282231,0.6091458871264165,0.3463467640599045,0.7098184492262517,0.7872641626584322,0.4942212220295196,0.8726888832590498,0.6429054354618423,0.5299186728390725,0.5139176255496589,0.604948854546371,0.6088918074103705,0.2985371593567989,0.263633377087866,0.5909095499278667,0.5716304128433245,0.8243351902315652,0.2715963917259188,0.6700427497061471,0.675712667527685,0.7939574174986869,0.7968253395260847,0.5541654945663586,0.6436276055469361,0.5842259014109682,0.34600821176062463,0.6057403962182202,0.11101364331156982,0.7430271706195842,0.8049496953309507,0.499412461377307,0.16094193490456146,0.5362719191103985,0.4876916284922356,0.5454135512203417,0.7536312590267922,0.7101444001201287,0.7094937218921066,0.22899069411716896,0.5470803876389577,0.48730801680288355,0.8318423620588904,0.5124117234080414,0.8067630400165477,0.616353620105124,0.5138986045585757,0.45721388936832347,0
0.5598911505502506,0.4072291930470818,0.6555034175466744,0.8293569312897099,0.6515890219703142,0.5336939273098827,0.7675187034488816,0.8135074052304355,0.6288349665101275,0.6985255008243861,0.6066986588500242,0.5221561658581354,0.701608636608075,0.6322166873891434,0.4595557523625982,-0.17233352639761823,0.0,0.6698938408359841,0.4983930318133122,0.82323854269161,0.6601323955587095,0.6610880519926142,0.6593783818278733,0.8470456289901206,0.8335665142289342,0.5184783586048378,0.17100457334776037,0.652243056197717,0.44519061662954806,0.6260784820922294,-0.17128306849859098,0.8430873322676754,0.8536167123427699,0.49374573208593586,0.4876600035773124,0.437558592311702,0.38418800871828307,0.5413365708340239,0.7720446889375138,0.8121956670860988,0.9718758936418265,0.31739717542913237,0.24520587204034489,0.49925613116165274,0.4100562337794522,0.7960633334955235,0.8675755537962999,0.6137132279617852,0.38415633349227873,0.19543641695543124,0
0.22458686329647745,0.4684010590537584,0.5816809593601657,0.7207096545255526,0.6326580364288297,0.6318281556789189,0.36245748721076193,0.40852532845446343,0.768882527371815,0.663479322016785,0.696953232433107,0.7411609195852471,0.8044226992323757,0.639602160094837,0.0,-0.1528477015371673,0.433273489713021,0.4785669454958118,0.5524710047044575,0.7703898075675921,0.29005969200408027,0.7232053761317531,0.6497323060770953,0.6538863347994716,0.7521095610005959,0.2092947209734762,0.6356123328619191,0.7040243767428049,0.4978967750812939,0.19580810261318904,-0.1683075594614991,0.3405022034914976,0.8327023422281233,0.5626816791026971,0.5246565075217446,0.4457132779539661,0.3409819454803017,0.4602478733808029,0.7191201986726484,0.41125573211543565,0.8172474498627597,0.24347973360107528,0.3121253521273283,0.4708819038769436,0.6556374451655379,0.6052506283751247,0.7134817898668138,0.69054219935211,0.6370980996490772,0.2618030033924014,1
0.2739596334690668,0.644499802002993,0.5219720930347552,0.849148517561374,0.6488568658918774,0.6627351823907325,0.740166006566549,0.7930718278377059,0.6859817340076404,0.9063740948169366,0.7123738430962724,0.6307638292086459,0.675235950185953,0.7626782594893435,0.7102381747283422,0.15253422229617697,0.34479763591265766,0.6102624056116914,0.7296657645908052,0.8232735660660588,0.2982371126040785,0.8244148771980665,0.6860098738590155,0.8887552153058778,0.7456896173092947,0.5917509352124481,0.38397344800081573,0.8001183288329932,0.5477229738774649,0.40933628909173847,0.4043660235436586,0.6671689420277339,0.7270871688510685,0.5830105441333783,0.7315578875989804,0.48693837779568516,0.7752465702663872,0.641381643261289,0.7327208451698392,0.7759787420288853,0.8186389269191937,0.29109633530417484,0.5665030164446208,0.6685256473866956,0.6847374656582983,0.7587895207317837,0.7558787210390172,0.6714348384606568,0.6127049468765515,0.31164580015557164,0
